// voice	text
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
m039_hit_2	ぐがっ
m039_hit_3	ぐぶっ
m039_prskill	ぎゃわっ！
m039_skill	ガルルル…
m039_spa	ギャルゥ…
m039_startbt	リユガー…怒った！
m039_story1	リユガー、怒る！壊す！
m039_story2	リユガー…小さくて可愛いもの…好き…\リユガーが…守る…
m039_story3	ヒヨコの…人形…バカ主人から奪う…
m039_true1	怒る！怒る！ぐわああああ！
m039_true2	可愛いもの…好き…俺が守る…
m039_true3	バカ主人…怒らないと…負ける…\俺が代わりに…怒る！
m039_victory	全部…殺した…
m040_boss_long	生意気な小僧、こい。
m040_boss_short	かかってこい。
m040_ctskill	これこそが宇宙の摂理。
m040_death_1	これもまた、天の意志。
m040_death_2	ハッハー
m040_drive	なぜ戦う？
m040_hit_1	クッハハ。
m040_hit_2	ッオオ
m040_hit_3	グハッ
m040_prskill	運命に抗う事ができるのか？
m040_skill	順応する方法を学ぶべきだな。
m040_spa	たまにはこのような時間があるのも悪くない。
m040_startbt	無意味な戦いの始まりか？
m040_story1	わしがお前のチャイルドになったのも天の意志。
m040_story2	ああ、まだ修行が足りないということか。
m040_story3	欲を捨てろ。純粋な欲ほど、\悩みは大きくなる。
m040_true1	諦めた分、多くのものを得る。
m040_true2	まだ捨てるべきものがたくさんあるな。修行不足か…
m040_true3	全ての欲を捨てろ。そうすれば真の平和が訪れる。
m040_victory	ハハ、生きていればこんな日もあるのか。
m045_boss_long	今すぐ愛していると言って！
m045_boss_short	私を愛して！
m045_ctskill	私だけを見て！
m045_death_1	私を…捨てた…！絶対に、許さない！
m045_death_2	無駄よ…絶対逃がさない…
m045_drive	貴方は私のもの！
m045_hit_1	きゃあー！
m045_hit_2	痛いっ！
m045_hit_3	やめてっ！
m045_prskill	貴方も私が好きなんでしょ？
m045_skill	ぎゃあっ！
m045_spa	入浴中に覗きだなんて！責任とって！
m045_startbt	愛してる？私もよ！
m045_story1	私のことを忘れないように一生そばにいるわ！
m045_story2	あの女のせいで私の契約者が不幸になった！\泣いてる！許さない！
m045_story3	一生、私の名前だけ呼びなさい！\私のことだけ考えて！
m045_true1	貴方も結局、他の女のところに行くのね。\今度は絶対に渡さないわ。貴方は私のものよ！
m045_true2	ど…どうして目をそらすの？\私はここにいるじゃない！\私だけを見なさいよ！
m045_true3	愛してるわ。貴方が私のことを嫌いでも構わない。\私は好きだから。私の愛だけあれば十分よね？
m045_victory	絶対に離れないで、分かった？
m049_boss_long	愚か者ども、天才の前にひれ伏せ！
m049_boss_short	もっと私を崇めろ！
m049_ctskill	ガルルルッ！
m049_death_1	私が…間違えた…！？いや…まだだ…新しい論文を…
m049_death_2	まだだ…まだ、真理に到達していない…
m049_drive	私こそが真理だ！
m049_hit_1	グアッ
m049_hit_2	…愚か者ども…
m049_hit_3	グアアアッ
m049_prskill	この、愚か者！
m049_skill	カチカチ…
m049_spa	カチカチ…
m049_startbt	生きる価値もない愚か者ども…息の根を止めてやる！
m049_story1	バカども…バカども…！\私の論文にケチをつける哀れな愚か者ども！！
m049_story2	…私は間違ってない。私は正しい。\理解しない愚か者ども。理解できない愚か者ども…
m049_story3	愚か者どもめ…お前らには理解できない…\私は天才だ…
m049_true1	フフフ…この美しい定理を見たまえ！…\私は間違っていない！天才だ！！…フフフ
m049_true2	私が間違っている？なるほど、どの論文のどの箇所がどのように間違っている？\…言えない？なら、私が正しいな！
m049_true3	私の何が間違っているというのだ…私は天才だ…\私を間違っていると言った愚か者どもは皆殺しにしてやる…ひとり残らず…
m049_victory	時間を一分無駄にしたな
m050_boss_long	死が誰を選ぶか楽しみだ。
m050_boss_short	死は誰のものだ。
m050_ctskill	頭を差し出せ。
m050_death_1	悪くない最期だ…
m050_death_2	ぐは～～～！
m050_drive	死神の刃！
m050_hit_1	くっ…！
m050_hit_2	ぎゃっ！
m050_hit_3	がふっ…！
m050_prskill	黒き剣！
m050_skill	ふっ！
m050_spa	俺の休息を邪魔する奴は、頭をちょん切ってやる…
m050_startbt	頭をちょん切ってやる。
m050_story1	頭をちょん切ってやる…
m050_story2	一つだけ頼みがある。もし俺が死んだら\俺の首はオマエが切ってくれないか。
m050_story3	なら、俺が代わりに敵の頭を切ってやろう。
m050_true1	頭を切り落とすほど爽快な最期はない。
m050_true2	自分の最期は自分でけりをつけたい。
m050_true3	死は誰にも避けられない。俺が死なないのなら\相手が死ぬ。ただそれだけのこと。
m050_victory	死よ。次こそは。
m051_10_boss_long	すべて焼き尽くそう…灰も残さず…！
m051_10_boss_short	すべて焼き尽くす…！！
m051_10_ctskill	地獄の炎だ！
m051_10_death_1	グハッ、ウウウウ…
m051_10_death_2	ああ…これが…死…
m051_10_drive	ここが…地獄だ…！
m051_10_hit_1	クハアアアッ！
m051_10_hit_2	クハッ…！
m051_10_hit_3	その程度か…
m051_10_prskill	完全なる死を…！
m051_10_skill	もっと熱く…
m051_10_spa	ううう…体が…溶けていく…
m051_10_startbt	燃やしてやる！
m051_10_story1	沸き上がる…熱く…熱く沸き上がるぅ…！
m051_10_story2	沸き上がる…私の体が燃えている！
m051_10_story3	頼む…殺して…
m051_10_true1	火が欲しい…！すべて焼き尽くす炎が…
m051_10_true2	燃やしても燃やしても…死ねない…
m051_10_true3	苦しい…すべてを…終わらせたい…！
m051_10_victory	もっと熱い炎を…！
m051_boss_long	すべて焼き尽くそう…灰も残さず…！
m051_boss_short	すべてを焼き尽くす…！！
m051_ctskill	地獄の炎だ！
m051_death_1	グウウ…
m051_death_2	ああ…これが…死か…
m051_drive	ここが…地獄だ…！
m051_hit_1	グアアアッ！
m051_hit_2	フフ…クハハハハ…！
m051_hit_3	その程度か…
m051_prskill	完全なる死を…！
m051_skill	もっと熱く…
m051_spa	ううう…体が…溶けていく…
m051_startbt	燃やしてやる！
m051_story1	沸き上がる…熱く…熱く沸き上がるぅ…！
m051_story2	沸き上がる…我の体が燃えている！
m051_story3	頼む…殺してくれ…
m051_true1	火が欲しい…！すべて焼き尽くす炎が…
m051_true2	燃やしても燃やしても…死ねない…
m051_true3	苦しい…すべてを…終わらせたい…！
m051_victory	もっと熱い炎を…！
m052_boss_long	俺を相手にするなら覚悟しろ
m052_boss_short	餌のお出ましだ。
m052_ctskill	グルル…！
m052_death_1	次こそは…
m052_death_2	グエッ…
m052_drive	誰が勝つかな。
m052_hit_1	ギエッ！
m052_hit_2	クルル…
m052_hit_3	グッ…
m052_prskill	俺のやり方で片づける。
m052_skill	気に喰わない。
m052_spa	お腹が空いた。狩りはいつにしよう。
m052_startbt	力を証明してみせる。
m052_story1	リザのところに来たから少しは平和になるだろう…
m052_story2	リザの横についている猫のしっぽ…\見るたびに目障りだ。
m052_story3	悪魔ではない。貴方に…ついて行きます。
m052_true1	頼れる悪魔がこんなにもいないなんて…\やはりリザだけか。
m052_true2	リザの隣にいるお前…\まだ狩りの時期でないことに感謝するべきだ。
m052_true3	リザのご主人なら…従う方がいいだろう。
m052_victory	とりあえず…おめでとう。
m056_boss_long	クハハハ！腹いっぱいたいらげてやる！
m056_boss_short	さあ、喰うぞ！
m056_ctskill	うおりゃああ！！
m056_death_1	まさか、ありえん！
m056_death_2	認めん！認めんぞ…！
m056_drive	俺の糧となれ！
m056_hit_1	グアアッ！
m056_hit_2	貴様ぁ！
m056_hit_3	生意気な！
m056_prskill	喰うか喰われるか…どうなるか楽しみだな。
m056_skill	どけ、邪魔だ！
m056_spa	ん？な、なんだ…？パーツに水でも入ったか？
m056_startbt	臆病者め、一気にかかって来い！
m056_story1	よくやった、リザ。さすが俺の秘書だ。
m056_story2	貴様の部下になれという馬鹿げた提案か？\考えるまでもない！
m056_story3	己のチャイルドより弱い奴に、主人の資格はない！
m056_true1	全員ひざまずけ！
m056_true2	なぜ俺の部下になるのを迷う？俺は最高の主人だぞ！
m056_true3	臆病な悪魔の手下になるなど、\体が鈍って仕方ないわ！
m056_victory	腹いっぱいたいらげてやったぞ！
m057_boss_long	チッ、うるさいのが来たな。
m057_boss_short	静かに失せろ。
m057_ctskill	黙れ！
m057_death_1	チッ……
m057_death_2	このままでは終われぬ…
m057_drive	永遠に黙らせてやる。
m057_hit_1	グルル…
m057_hit_2	良い度胸だ
m057_hit_3	覚悟はいいか？
m057_prskill	沈黙の楽しみ方を知らないな。
m057_skill	邪魔をするな。
m057_spa	ここまでついてきたのか？
m057_startbt	面倒な奴らめ。
m057_story1	はあ…面倒事に巻き込むな。
m057_story2	なぜだ？契約者は契約者、チャイルドはチャイルド…ではないか。
m057_story3	ふう…今度は何だ。喧しい奴め。
m057_true1	ワタシに構うな。
m057_true2	誰も必要ない。ワタシひとりで十分だ。
m057_true3	大人しくしろ。面倒をおこさなければ見逃してやる。
m057_victory	これ以上邪魔するな。
m059_boss_long	バズーカはどんなターゲットでも抹消します。
m059_boss_short	ターゲット照準。
m059_ctskill	照準入ります。
m059_death_1	戦闘…不能…戦闘…ふ…のう…
m059_death_2	ダウン
m059_drive	ターゲットを抹消します。
m059_hit_1	警告、警告。
m059_hit_2	あっ。
m059_hit_3	うっ。
m059_prskill	戦闘に集中してください。
